PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,CRASH_DATE_x,SEX,AGE,SAFETY_EQUIPMENT,PEDPEDAL_ACTION,PEDPEDAL_LOCATION,BAC_RESULT,CRASH_DATE_EST_I,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,CRASH_TYPE,STREET_NAME,LATITUDE,LONGITUDE,LOCATION
O1812687,BICYCLE,a976f7a67d4d0c007e79c0bd79f9253e36f52bc74371f7f82395c2ec12a35ec7667ae5fd67de10c19b3b68c2b19f5d0194667d33e06da73c340138ccf47020e8,05/06/2024 04:00:00 PM,M,76.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,NOT IN ROADWAY,TEST NOT OFFERED,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,107TH ST,41.6989881902,-87.6776871268,POINT (-87.677687126838 41.698988190248)
O1812510,BICYCLE,e842f6024de32a760e47885aad2e1e6e0988f5840ffe3e9cf1b9000cf8ed5391a8167cd3bfa41c0da0df7317ceab788b1ab787ac69c7d36702b092e648f7896e,05/06/2024 01:30:00 PM,M,18.0,HELMET NOT USED,OTHER ACTION,BIKE LANE,TEST NOT OFFERED,,35,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,HALSTED ST,41.924567606,-87.6488751819,POINT (-87.648875181947 41.924567605971)
O1825370,BICYCLE,efabdb68fc7d11ffede299b5f93b9720c22541a055de48693c702b9b427769dd394e46d20317dc2384d2f0151db3a858efd9325a9563b8ad59ce687514229c5f,05/05/2024 11:00:00 PM,M,50.0,HELMET NOT USED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,DUSK,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,BELMONT AVE,41.9381443545,-87.7899272433,POINT (-87.789927243349 41.938144354538)
O1812759,BICYCLE,bf2d1e0c08a579ef11bdda4d4a3cbf66e2d72609a99cbf08b1a16cc58c9e9fe4777bc8081ac5060968d0781720984b8f875f0878f220fe5a9138d2ab64e01b4b,05/05/2024 07:47:00 PM,M,15.0,HELMET NOT USED,WITH TRAFFIC,IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,DARKNESS,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CALIFORNIA AVE,41.899224596,-87.696642375,POINT (-87.696642374961 41.899224596015)
O1818598,BICYCLE,d8904a56c866a7ecf1c8e5d633b6ed4e48b6aaaba5859d4452cfb549a9c6b26dc314771455d833816703bd4750dd169e5e9a4d98cdc8803b7ba1607ce649c21c,05/05/2024 05:40:00 PM,M,51.0,HELMET NOT USED,PARKED VEHICLE,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ROSCOE ST,41.9433246123,-87.6785978831,POINT (-87.678597883106 41.943324612339)
O1812152,BICYCLE,2c260cc7545eb86997936cf283c21dbbb8bae1289671c63b7f3e01cedb09eb301445f4986db6181815a503f1232b6a8d19cca3027b8c7505d13efaa688add1ba,05/05/2024 05:20:00 PM,M,,HELMET NOT USED,PARKED VEHICLE,BIKEWAY,TEST NOT OFFERED,Y,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,LA SALLE DR,41.8892326581,-87.6323804778,POINT (-87.632380477825 41.889232658083)
O1817960,BICYCLE,22b0ffd3700b0f97a41fbb6f9ff9a11eb29302ddd103972345ae1716ada6fcdbb32502e1b2829a0cb956f3ec9c4530b1adc47efbac0acb2e48a78e9f189bea78,05/05/2024 02:43:00 AM,M,30.0,HELMET NOT USED,CROSSING - WITH SIGNAL,IN ROADWAY,,,25,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WAVELAND AVE,41.9488200959,-87.6615793513,POINT (-87.661579351306 41.948820095926)
O1811507,BICYCLE,cf48be8d16b2852dc4bc2eb9c70fffc49e218948029c87eb336f73828093a8996d2bf32cfd08e946426fdf088922c68a0c6974560111e9a60908a173c4eb9872,05/04/2024 10:50:00 PM,M,15.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,ALLEY,STRAIGHT AND LEVEL,WET,NO INJURY / DRIVE AWAY,ROSEMONT AVE,41.9962867574,-87.6695699296,POINT (-87.669569929604 41.996286757373)
O1811572,BICYCLE,e770f8acbe203973d0fb8a3e640f3c8cc79ea11e0eb44cbd7a061670a6b7565fc932f62ac82ebb87e63bcc9511115b209586c7fdbcb08aa2ea2a044dc764336a,05/04/2024 09:36:00 PM,M,43.0,HELMET NOT USED,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,,,30,UNKNOWN,UNKNOWN,PEDALCYCLIST,UNKNOWN INTERSECTION TYPE,STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,PULASKI RD,41.8779327373,-87.7257240638,POINT (-87.725724063844 41.877932737326)
O1811856,BICYCLE,42466d4f05643f0531cdcc48fcea96559aa4d92c481b3a27904ee814dc0ae51e8137876d1901c724b4488f7aff3ae9a6cfb3c192824734f54ac14304395f952d,05/04/2024 07:45:00 PM,M,16.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - AGAINST SIGNAL,IN ROADWAY,TEST NOT OFFERED,Y,15,RAIN,UNKNOWN,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,LAWNDALE AVE,41.7412118247,-87.7141927462,POINT (-87.714192746249 41.741211824651)
O1811408,BICYCLE,41e4978aa8ca7fa77ed15006be5ef913dedaab859d738bfb492e8e60e0496c172c9f3de3e3241553078e6e82332022b8f0c1d8d49da44256a583eae947771f4e,05/04/2024 07:39:00 PM,M,,HELMET NOT USED,TURNING LEFT,IN ROADWAY,,,30,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,KOSTNER AVE,41.866987673,-87.734851097,POINT (-87.734851096954 41.866987673005)
O1811335,BICYCLE,79140323517aaac6ba33784ef7246a24c776239a9c6eda9144d1c3a609298d42b0fb717982be86c7f03d99f7362ba19ba9ccae7e9be84cc89ef3e8aaa0c1bf96,05/04/2024 06:06:00 PM,M,16.0,HELMET NOT USED,CROSSING - WITH SIGNAL,BIKE LANE,TEST NOT OFFERED,,20,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WRIGHTWOOD AVE,41.9275932801,-87.7759038604,POINT (-87.775903860397 41.927593280108)
O1811375,BICYCLE,7de19b7b4dcf668470e53b8e4d3a9339130939b22c1a7c00aabf4176a15f6928649f8a6e83882b5f8dfe46545f5d073d97baa053ea94bab8cec72cbfa4d26ad8,05/04/2024 05:50:00 PM,M,16.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,,30,RAIN,DUSK,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,ADDISON ST,41.9457655953,-87.7668756233,POINT (-87.766875623324 41.945765595305)
O1811284,BICYCLE,15d18dad7e1c59ed9edeeeafe00c5880d94ac60784d5d75d6a87ad93ee9fe71ba126e5a12b5e97199cb3b01da13eae850a414a4d819a51d988c21368b55c71f8,05/04/2024 05:25:00 PM,M,18.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,SHEFFIELD AVE,41.9483418475,-87.6542157492,POINT (-87.654215749247 41.948341847453)
O1811366,BICYCLE,75120cc9d61edca6399b4e9e9eb6f1269dc11a7e42b699e1b79f837d4b8bdddaf8f991ef6a1f77fe04598aae23d96c1c8ba32f764d1677963ca9049773d582cf,05/04/2024 05:18:00 PM,F,,HELMET NOT USED,UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,YATES BLVD,41.7574181899,-87.5664868468,POINT (-87.56648684683 41.757418189879)
O1812380,BICYCLE,efa64e6e0ba3c28f64ffde8a6bb8890ddb044f7d9c4876dd9100fbacb1ad201422c8bb55b192f0942b5b92417e6bba4eda43b7210df42226ab88ccfbe5fb42d1,05/04/2024 05:15:00 PM,M,36.0,HELMET NOT USED,UNKNOWN/NA,UNKNOWN/NA,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,KINGSBURY ST,41.9138127579,-87.656746878,POINT (-87.656746877977 41.913812757863)
O1814880,BICYCLE,64ebd5c418672bb8b0f3df22c82c0697f25b8e1118135bd6f5aa4475b41bc740b28aa68f4cd24613eccf6d7265808a8cb0f64ec55d22b9a5f5e246b90c6ab011,05/04/2024 03:30:00 PM,M,,HELMET NOT USED,TURNING LEFT,IN ROADWAY,TEST NOT OFFERED,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ASHLAND AVE,41.9104065679,-87.6675390779,POINT (-87.667539077927 41.910406567875)
O1812846,BICYCLE,029e1f3cd0a32af423793d355d37a3c851bda9752811c1ad19dae4098ad6336873f11c65b1145d2ae88e058a32653e6fb7083a40cd55958845195a7c10f72515,05/04/2024 02:01:00 PM,M,0.0,HELMET NOT USED,CROSSING - WITH SIGNAL,IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,STATE ST,41.8874416979,-87.6281476395,POINT (-87.628147639483 41.887441697944)
O1811106,BICYCLE,2f21f1f013406ffdf59f40ccb2332a340b1508e783e5d13c15d7baa23f2afb965f2ab34dda71097cd44d0019b742edad30a664be7a1602b33646f7ef4abc9074,05/04/2024 01:21:00 PM,M,34.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),AGAINST TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,IRVING PARK RD,41.9545693813,-87.656257743,POINT (-87.656257742971 41.954569381317)
O1811064,BICYCLE,e7b968ad48ce39dcfc9b751a306931ea292c67697cc67147e5a3dd188262532063b77422ae308249b6bf1c371c315ad93ad788ca9d4aaf2a02012fc64c6cfa8d,05/04/2024 10:50:00 AM,M,24.0,HELMET NOT USED,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN CROSSWALK,TEST NOT OFFERED,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,ST CLAIR ST,41.8934753577,-87.6225746736,POINT (-87.622574673578 41.893475357701)
O1810995,BICYCLE,a9284ec01fd6d3aec668a88ca000f1f3f5481f091f32a0009e8b3a104144b68fa5a4ed76cb435fa7b1645b4911cf1aef371fed310087a91eeeb3d85291f996cc,05/04/2024 09:46:00 AM,M,26.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,VAN BUREN ST,41.8768747935,-87.6400719634,POINT (-87.640071963405 41.876874793488)
O1810933,BICYCLE,d7a2465c025d12b11f631a4bf2e2c6ac3418d127397db775e239ca8a8f86dfc54132c97b95937f96a675073514508eecdf1162d71da9bdcdf887c3301425ddc6,05/04/2024 08:15:00 AM,M,53.0,HELMET NOT USED,TURNING LEFT,UNKNOWN/NA,TEST NOT OFFERED,,30,CLEAR,UNKNOWN,PEDALCYCLIST,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,NO INJURY / DRIVE AWAY,DORCHESTER AVE,41.8024542044,-87.5919993964,POINT (-87.591999396424 41.802454204395)
O1810931,BICYCLE,54f3ab41c188d67622f7776f27a61a1f50a5ded435cc4c550be7b78ccc1e772b5acc7ce35c37c5b81456ab3e6977dff0713acfe45abecd054ba1a132b6de2bf7,05/04/2024 08:05:00 AM,M,17.0,HELMET NOT USED,CROSSING - NO CONTROLS (AT INTERSECTION),IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CAMPBELL AVE,41.7973499292,-87.6867245665,POINT (-87.686724566519 41.797349929212)
O1810917,BICYCLE,9beb673d8c17a4e8334a09a25b2579d15b5def35f012107eb0e10b4b06e39c4280b4e87e7f4b75f267a44a634056575999809c6d1d337a9229dc00220529a067,05/04/2024 07:40:00 AM,F,27.0,HELMET NOT USED,WITH TRAFFIC,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WELLS ST,41.9021400865,-87.6345606582,POINT (-87.634560658167 41.902140086501)
O1810750,BICYCLE,c6d670030c5afd5eb084ea774b9c5b2432b45aa945f2b4853ee2e6f2ce96a5a0becb4dccf92e70def316d77b8f65a09ea61fef03a2c82c8bfe627ef182555d35,05/03/2024 09:50:00 PM,M,18.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,SHERIDAN RD,41.9865369189,-87.6551381759,POINT (-87.655138175859 41.986536918913)
O1810692,BICYCLE,a9c88b1b53a5312c4117ee4f1835a344fa570243a195f0e3a6233904764c5382fcf8587e04df71c32e7db350cf163ffbb9ed92a1d16a87e6d2b63bf6563c2cee,05/03/2024 06:55:00 PM,M,,HELMET NOT USED,UNKNOWN/NA,IN ROADWAY,,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,LAWRENCE AVE,41.9683844202,-87.7250709511,POINT (-87.725070951129 41.968384420217)
O1810279,BICYCLE,40cb316c5040ea148c948191acf948b80855335ac6f297a929275d734947dee3cfb840263464dc26363143b5bf94d222f62d9a831c39c49fbee795a96625f6db,05/03/2024 12:00:00 PM,M,23.0,HELMET NOT USED,WITH TRAFFIC,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HALSTED ST,41.8591089913,-87.6465339832,POINT (-87.646533983242 41.859108991315)
O1810299,BICYCLE,3787bbca234e4e87e37409eee3b08135d2f29fb0d007547477fcd86e5e7d089bb992fe329f76cfb1bd7af1c2a3dfa0c41746718caa3c6ea0ce9221d1723ec964,05/03/2024 11:57:00 AM,F,31.0,HELMET NOT USED,OTHER ACTION,DRIVEWAY ACCESS,TEST NOT OFFERED,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,DRIVEWAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,KENMORE AVE,41.9857089257,-87.6568258474,POINT (-87.656825847439 41.985708925732)
O1810189,BICYCLE,3810b326b607b1948ebaaddd336cd28fee852712bf5deb6f6aa60eb5dc062a2efe19e26954a4cd2b188ecd3d8358bb544d355813fac62d378f0fbb25f47f44df,05/03/2024 10:25:00 AM,M,29.0,HELMET NOT USED,CROSSING - NO CONTROLS (AT INTERSECTION),NOT IN ROADWAY,TEST NOT OFFERED,,30,CLOUDY/OVERCAST,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,HALSTED ST,41.8850669836,-87.647601534,POINT (-87.647601534035 41.885066983627)
O1810174,BICYCLE,2a1988fe43b0c7d58d9876562f8e862f80cef1f40a3c1dec283e9d6ac5eee9a2eee1cc88561cbece48ecca986bcbd8d46294e4ef56a98e42992dc34486753359,05/03/2024 10:16:00 AM,F,17.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),NOT AT INTERSECTION,DRIVEWAY ACCESS,TEST NOT OFFERED,,30,RAIN,DAYLIGHT,PEDALCYCLIST,PARKING LOT,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,NARRAGANSETT AVE,41.9276598957,-87.7854476193,POINT (-87.78544761935 41.927659895705)
O1809933,BICYCLE,9b75d40cb72630c3334ab6ddb022fa08623fd5779c451d8ed492b01e4399a612cedbbebdfc4d1cc09ada65ce29ebf9b7aa5373cd3cddb29714607f679ad971b9,05/02/2024 09:41:00 PM,M,28.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,IN ROADWAY,TEST NOT OFFERED,,35,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,KINZIE ST,41.8892748439,-87.634083718,POINT (-87.634083717969 41.889274843852)
O1809845,BICYCLE,7efa975281c04f51010670db8d24d5258401463e8701ea8071e686aebeb43aa49dc158624bb07467156216bf5d278433955881121d265a3cdcafc16bf712623c,05/02/2024 06:25:00 PM,F,,HELMET NOT USED,CROSSING - NO CONTROLS (AT INTERSECTION),IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO INJURY / DRIVE AWAY,WESTERN AVE,41.9011577184,-87.6868312804,POINT (-87.686831280429 41.901157718412)
O1809742,BICYCLE,6d5351019b8ed478fbbcb411782c9135175517829933f65a61ba1f283780c640dda1da8ef6c4f5de9a465f92e437a630b351b14f2f4163b9befe7a4f4c63d682,05/02/2024 05:15:00 PM,M,,HELMET NOT USED,OTHER ACTION,IN ROADWAY,TEST NOT OFFERED,,20,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,BROADWAY,41.9584835633,-87.6532144892,POINT (-87.653214489169 41.958483563302)
O1809695,BICYCLE,dd67156d4b7cd080fcf6d9291f0f56733a0370a794dc8cdfa9b6f43f51f8bb49be28f35360481bef6d7d90fe2f721e2a2b9393a7a5d438611bc0067c71b85415,05/02/2024 04:00:00 PM,F,41.0,HELMET NOT USED,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,TEST NOT OFFERED,,35,RAIN,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,BELMONT AVE,41.9378569347,-87.8140154278,POINT (-87.814015427818 41.937856934703)
O1809472,BICYCLE,7462428bc97ffce47ee7e1eda9dcc2be8bbc2da034d5405aa54b5edd8aea57736bc6c0148998c5fb53c7f3125b540f0ac4bb29d8de5f4855aabcfaa1a6d38ca5,05/02/2024 10:50:00 AM,M,,HELMET NOT USED,PARKED VEHICLE,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,62ND ST,41.781354981,-87.6678401377,POINT (-87.667840137652 41.781354981028)
O1809373,BICYCLE,e67b6172000bd1ec50e24ebcd0cfedaa3bb05926c217ec17ee4643d5ceb6ee3d4b5bac90ded7b0da76d77e72fbcd5b9a2412616e4159cb5f2d6a80200d63c26c,05/02/2024 07:43:00 AM,F,42.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),TURNING LEFT,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,LAWRENCE AVE,41.9682669785,-87.7157454718,POINT (-87.715745471834 41.968266978458)
O1809249,BICYCLE,607bd4910537c71c204368adfcc78d154cc66bbc73e01da54cf9d8e8e71529938f1cbe9e1dc8f32c71042c95fed883087bfa5d3503f115897177923ddeb7aa20,05/01/2024 09:15:00 PM,M,27.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),NO ACTION,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DARKNESS,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,LARRABEE ST,41.9134180013,-87.6433630852,POINT (-87.643363085156 41.913418001323)
O1809157,BICYCLE,eace706f085de66763ec36cca1ffbaa5f0b3bb992b77a4f976bf174afbe16adbaca3f5c05e3d66b826477034b3293e06cf90e668a9b7013a364149dd21f50553,05/01/2024 06:43:00 PM,M,30.0,HELMET NOT USED,CROSSING - WITH SIGNAL,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,DAMEN AVE,41.9214221431,-87.6779001087,POINT (-87.677900108728 41.921422143149)
O1809208,BICYCLE,88342de8a3e21ffce75f48a67ad14f60fd8f66f357c81ad7fda77d4c3832cd044b34583bfdac05a6224312a9cb3ccf91f143bb3dd2025fe2ddfd3c5aa287e692,05/01/2024 06:42:00 PM,F,14.0,HELMET NOT USED,CROSSING - AGAINST SIGNAL,IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HARRISON ST,41.8737367309,-87.7109060035,POINT (-87.710906003482 41.873736730932)
O1810635,BICYCLE,6994eb4ca98db6c09061c4741da1bed866c2056c81b78669caa527dd75a4e32aa1cf06ec7e0a476c53c1848f9f803718492562a8c86eee22f42c83ab53b2696b,05/01/2024 05:42:00 PM,M,20.0,HELMET NOT USED,CROSSING - AGAINST SIGNAL,IN ROADWAY,TEST NOT OFFERED,,35,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ONTARIO ST,41.8935606729,-87.6176001788,POINT (-87.617600178786 41.893560672864)
O1809053,BICYCLE,b9d4244617547c928f4f100c48ca1ffcdf31facc8965bd6eeae6b5bc337be955e4fd841e478b20b74258c38dfcd2cb7fb18196454367cea334b70439768e1edf,05/01/2024 04:35:00 PM,M,27.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,BROADWAY,41.9382939864,-87.6444881625,POINT (-87.64448816245 41.938293986409)
O1809022,BICYCLE,05fc4a46d7fc0af025c17c6a95798d609672f4d1b132fbf2749495498e33f556e98db5c932ced7384b25710d2afe16ce3230f4c2acf68dea4c6df04b7c08c8e2,05/01/2024 04:00:00 PM,F,34.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - NO CONTROLS (AT INTERSECTION),BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,KEDZIE AVE,41.9120282438,-87.7069497335,POINT (-87.70694973345 41.912028243829)
O1808990,BICYCLE,3b9695e34b711db22dc60fcd7ed13fb9b32de7e580e7e05435e15c8f07c9cd26b4191fbd6e5ddfcc64e98b7e0fee1e6cf06aa3e9dc78a0d9618c04adccb267cb,05/01/2024 04:00:00 PM,M,25.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WILSON AVE,41.9652730765,-87.6587876548,POINT (-87.65878765482 41.965273076526)
O1808991,BICYCLE,fb4758853a7460e5e8042ee798f990703e62b1afcbbed9ab16054aba55a0110f92dd8578387518b94cd9e43569f9dd4c0e6ea9ee8743a51981db1d84b80ad0bb,05/01/2024 03:23:00 PM,M,28.0,HELMET NOT USED,TURNING LEFT,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,KILPATRICK AVE,41.8760041142,-87.7425193444,POINT (-87.74251934436 41.876004114175)
O1808956,BICYCLE,d77375dd07e8c1925432c79afe4a3ad8fc874149a0d6c24adf5aa4864b0ce3a8e5a0b464f2557526688ca2042c2435b134c83eb58d3b8159ed17b8c4f880fd6d,05/01/2024 03:22:00 PM,M,34.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,IN CROSSWALK,TEST NOT OFFERED,,20,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WASHTENAW AVE,41.866632426,-87.6932888644,POINT (-87.69328886437 41.866632426012)
O1808938,BICYCLE,a985b185e06779cb16fe7be77947837061a937ea3a594c021f48de00d1340b2e2a310f952fc1fc50292fa78fde0dced3a6b1bdef6af9c152c482f22d84edad75,05/01/2024 03:17:00 PM,M,19.0,HELMET NOT USED,AGAINST TRAFFIC,UNKNOWN/NA,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ARCHER AVE,41.794924777,-87.7682578225,POINT (-87.768257822504 41.794924777031)
